index,Country,iso3,Values,Year,Unit
12.2.2,AF,AFG,1.91004,2017,TONNES
12.2.2,AO,AGO,4.92302,2017,TONNES
12.2.2,AL,ALB,10.13229,2017,TONNES
12.2.2,AE,ARE,22.48572,2017,TONNES
12.2.2,AR,ARG,11.20757,2017,TONNES
12.2.2,AM,ARM,11.09318,2017,TONNES
12.2.2,AG,ATG,2.71877,2017,TONNES
12.2.2,AU,AUS,37.92564,2017,TONNES
12.2.2,AT,AUT,15.77864,2017,TONNES
12.2.2,AZ,AZE,9.17306,2017,TONNES
12.2.2,BI,BDI,1.75059,2017,TONNES
12.2.2,BE,BEL,16.02991,2017,TONNES
12.2.2,BJ,BEN,5.09198,2017,TONNES
12.2.2,BF,BFA,4.39835,2017,TONNES
12.2.2,BD,BGD,2.64604,2017,TONNES
12.2.2,BG,BGR,19.58999,2017,TONNES
12.2.2,BH,BHR,28.51391,2017,TONNES
12.2.2,BS,BHS,2.88899,2017,TONNES
12.2.2,BA,BIH,11.41819,2017,TONNES
12.2.2,BY,BLR,17.49097,2017,TONNES
12.2.2,BZ,BLZ,8.5589,2017,TONNES
12.2.2,BO,BOL,11.48003,2017,TONNES
12.2.2,BR,BRA,12.8048,2017,TONNES
12.2.2,BB,BRB,2.04089,2017,TONNES
12.2.2,BN,BRN,22.86553,2017,TONNES
12.2.2,BT,BTN,10.36474,2017,TONNES
12.2.2,BW,BWA,29.48408,2017,TONNES
12.2.2,CF,CAF,3.38241,2017,TONNES
12.2.2,CA,CAN,28.79258,2017,TONNES
12.2.2,CH,CHE,13.71868,2017,TONNES
12.2.2,CL,CHL,41.33518,2017,TONNES
12.2.2,CN,CHN,24.90287,2017,TONNES
12.2.2,CI,CIV,2.95195,2017,TONNES
12.2.2,CM,CMR,4.16955,2017,TONNES
12.2.2,CD,COD,2.29852,2017,TONNES
12.2.2,CG,COG,3.53183,2017,TONNES
12.2.2,CO,COL,5.87199,2017,TONNES
12.2.2,KM,COM,3.46257,2017,TONNES
12.2.2,CV,CPV,6.8848,2017,TONNES
12.2.2,CR,CRI,7.51171,2017,TONNES
12.2.2,CU,CUB,6.53533,2017,TONNES
12.2.2,CY,CYP,9.72696,2017,TONNES
12.2.2,CZ,CZE,16.8916,2017,TONNES
12.2.2,DE,DEU,14.67891,2017,TONNES
12.2.2,DJ,DJI,2.94073,2017,TONNES
12.2.2,DM,DMA,3.99507,2017,TONNES
12.2.2,DK,DNK,15.64763,2017,TONNES
12.2.2,DO,DOM,5.24744,2017,TONNES
12.2.2,DZ,DZA,9.00822,2017,TONNES
12.2.2,EC,ECU,8.08906,2017,TONNES
12.2.2,EG,EGY,7.84763,2017,TONNES
12.2.2,ER,ERI,7.00201,2017,TONNES
12.2.2,ES,ESP,7.70944,2017,TONNES
12.2.2,EE,EST,35.03456,2017,TONNES
12.2.2,ET,ETH,3.1745,2017,TONNES
12.2.2,FI,FIN,24.70778,2017,TONNES
12.2.2,FJ,FJI,6.06238,2017,TONNES
12.2.2,FR,FRA,11.9458,2017,TONNES
12.2.2,FM,FSM,2.30558,2017,TONNES
12.2.2,GA,GAB,5.98025,2017,TONNES
12.2.2,GB,GBR,7.78539,2017,TONNES
12.2.2,GE,GEO,6.76727,2017,TONNES
12.2.2,GH,GHA,6.94083,2017,TONNES
12.2.2,GN,GIN,3.76283,2017,TONNES
12.2.2,GM,GMB,2.51823,2017,TONNES
12.2.2,GW,GNB,3.86517,2017,TONNES
12.2.2,GQ,GNQ,19.21658,2017,TONNES
12.2.2,GR,GRC,10.02498,2017,TONNES
12.2.2,GD,GRD,0.78934,2017,TONNES
12.2.2,GT,GTM,5.023,2017,TONNES
12.2.2,GY,GUY,21.57506,2017,TONNES
12.2.2,HN,HND,4.01835,2017,TONNES
12.2.2,HR,HRV,6.21104,2017,TONNES
12.2.2,HT,HTI,1.28232,2017,TONNES
12.2.2,HU,HUN,16.92583,2017,TONNES
12.2.2,ID,IDN,7.47189,2017,TONNES
12.2.2,IN,IND,5.52814,2017,TONNES
12.2.2,IE,IRL,13.45865,2017,TONNES
12.2.2,IR,IRN,14.4353,2017,TONNES
12.2.2,IQ,IRQ,6.2871,2017,TONNES
12.2.2,IS,ISL,10.7342,2017,TONNES
12.2.2,IL,ISR,12.94237,2017,TONNES
12.2.2,IT,ITA,6.93399,2017,TONNES
12.2.2,JM,JAM,5.88862,2017,TONNES
12.2.2,JO,JOR,7.05397,2017,TONNES
12.2.2,JP,JPN,8.94113,2017,TONNES
12.2.2,KZ,KAZ,29.13399,2017,TONNES
12.2.2,KE,KEN,3.22379,2017,TONNES
12.2.2,KG,KGZ,8.37154,2017,TONNES
12.2.2,KH,KHM,5.28685,2017,TONNES
12.2.2,KI,KIR,6.31591,2017,TONNES
12.2.2,KR,KOR,11.31634,2017,TONNES
12.2.2,KW,KWT,29.57673,2017,TONNES
12.2.2,LA,LAO,11.99157,2017,TONNES
12.2.2,LB,LBN,9.99883,2017,TONNES
12.2.2,LR,LBR,3.07836,2017,TONNES
12.2.2,LY,LBY,11.04627,2017,TONNES
12.2.2,LK,LKA,5.14398,2017,TONNES
12.2.2,LS,LSO,11.65596,2017,TONNES
12.2.2,LT,LTU,15.30296,2017,TONNES
12.2.2,LU,LUX,28.45526,2017,TONNES
12.2.2,LV,LVA,16.9644,2017,TONNES
12.2.2,MA,MAR,7.856,2017,TONNES
12.2.2,MD,MDA,7.68436,2017,TONNES
12.2.2,MG,MDG,2.41271,2017,TONNES
12.2.2,MV,MDV,6.81539,2017,TONNES
12.2.2,MX,MEX,8.00474,2017,TONNES
12.2.2,MH,MHL,1.99164,2017,TONNES
12.2.2,MK,MKD,14.52329,2017,TONNES
12.2.2,ML,MLI,5.78956,2017,TONNES
12.2.2,MT,MLT,15.51278,2017,TONNES
12.2.2,MM,MMR,3.51568,2017,TONNES
12.2.2,ME,MNE,7.92477,2017,TONNES
12.2.2,MN,MNG,34.53589,2017,TONNES
12.2.2,MZ,MOZ,2.43887,2017,TONNES
12.2.2,MR,MRT,7.41208,2017,TONNES
12.2.2,MU,MUS,11.60127,2017,TONNES
12.2.2,MW,MWI,3.33742,2017,TONNES
12.2.2,NY,MYS,16.37325,2017,TONNES
12.2.2,NA,NAM,11.19723,2017,TONNES
12.2.2,NE,NER,3.41484,2017,TONNES
12.2.2,NG,NGA,3.43904,2017,TONNES
12.2.2,NI,NIC,5.49969,2017,TONNES
12.2.2,NL,NLD,13.64303,2017,TONNES
12.2.2,NO,NOR,21.79506,2017,TONNES
12.2.2,NP,NPL,3.807,2017,TONNES
12.2.2,NZ,NZL,24.08026,2017,TONNES
12.2.2,OM,OMN,31.67344,2017,TONNES
12.2.2,PK,PAK,4.44557,2017,TONNES
12.2.2,PA,PAN,7.00776,2017,TONNES
12.2.2,PE,PER,14.71163,2017,TONNES
12.2.2,PH,PHL,3.96257,2017,TONNES
12.2.2,PW,PLW,1.21251,2017,TONNES
12.2.2,PG,PNG,10.15392,2017,TONNES
