index,Country,iso3,Values,Year,Unit
14.a.1,BE,BEL,0.27,2017,PERCENT
14.a.1,BG,BGR,0.06,2017,PERCENT
14.a.1,BR,BRA,0.04,2016,PERCENT
14.a.1,CA,CAN,0.81,2017,PERCENT
14.a.1,CD,COD,1.12,2015,PERCENT
14.a.1,CO,COL,0.08,2017,PERCENT
14.a.1,DE,DEU,0.25,2017,PERCENT
14.a.1,ES,ESP,0.35,2017,PERCENT
14.a.1,FI,FIN,0.31,2017,PERCENT
14.a.1,FR,FRA,0.53,2017,PERCENT
14.a.1,GB,GBR,0.06,2017,PERCENT
14.a.1,HR,HRV,2.93,2013,PERCENT
14.a.1,IE,IRL,4.81,2017,PERCENT
14.a.1,IT,ITA,0.19,2017,PERCENT
14.a.1,JP,JPN,0.33,2017,PERCENT
14.a.1,KR,KOR,0.25,2017,PERCENT
14.a.1,KW,KWT,0.97,2017,PERCENT
14.a.1,MZ,MOZ,5.77,2015,PERCENT
14.a.1,MU,MUS,0.9,2017,PERCENT
14.a.1,NL,NLD,0.24,2017,PERCENT
14.a.1,OM,OMN,3.79,2017,PERCENT
14.a.1,PE,PER,5.81,2016,PERCENT
14.a.1,PL,POL,0.07,2017,PERCENT
14.a.1,RU,RUS,0.14,2017,PERCENT
14.a.1,US,USA,4.83,2016,PERCENT
