index,Country,iso3,Values,Year,Unit
16.1.1,CU,CUB,4.98769,2016,PER_100000_POP
16.1.1,KY,CYM,8.44994,2014,PER_100000_POP
16.1.1,CY,CYP,0.59322,2017,PER_100000_POP
16.1.1,CZ,CZE,0.62159,2017,PER_100000_POP
16.1.1,DE,DEU,0.99009,2017,PER_100000_POP
16.1.1,DM,DMA,8.3661,2011,PER_100000_POP
16.1.1,DK,DNK,1.23823,2017,PER_100000_POP
16.1.1,DO,DOM,15.1817,2016,PER_100000_POP
16.1.1,DZ,DZA,1.35937,2015,PER_100000_POP
16.1.1,EC,ECU,5.85377,2016,PER_100000_POP
16.1.1,EG,EGY,2.51329,2012,PER_100000_POP
16.1.1,ES,ESP,0.66229,2017,PER_100000_POP
16.1.1,EE,EST,2.51452,2016,PER_100000_POP
16.1.1,FI,FIN,1.24932,2017,PER_100000_POP
16.1.1,FJ,FJI,2.25783,2014,PER_100000_POP
16.1.1,FR,FRA,1.19883,2017,PER_100000_POP
16.1.1,GB,GBR,1.21332,2017,PER_100000_POP
16.1.1,GE,GEO,0.98962,2016,PER_100000_POP
16.1.1,GH,GHA,2.11209,2017,PER_100000_POP
16.1.1,GI,GIB,3.01305,2010,PER_100000_POP
16.1.1,GP,GLP,5.11094,2016,PER_100000_POP
16.1.1,GW,GNB,1.12843,2017,PER_100000_POP
16.1.1,GR,GRC,0.73477,2017,PER_100000_POP
16.1.1,GD,GRD,10.24932,2016,PER_100000_POP
16.1.1,GL,GRL,5.31372,2016,PER_100000_POP
16.1.1,GT,GTM,26.07308,2017,PER_100000_POP
16.1.1,GU,GUM,1.88154,2010,PER_100000_POP
16.1.1,GY,GUY,14.78149,2017,PER_100000_POP
16.1.1,HK,HKG,0.32587,2017,PER_100000_POP
16.1.1,HN,HND,41.70534,2017,PER_100000_POP
16.1.1,HR,HRV,1.09811,2017,PER_100000_POP
16.1.1,HT,HTI,9.48069,2016,PER_100000_POP
16.1.1,HU,HUN,2.4892,2017,PER_100000_POP
16.1.1,ID,IDN,0.49507,2016,PER_100000_POP
16.1.1,IM,IMN,0,2016,PER_100000_POP
16.1.1,IN,IND,3.2237,2016,PER_100000_POP
16.1.1,IE,IRL,0.86098,2017,PER_100000_POP
16.1.1,IR,IRN,2.46904,2014,PER_100000_POP
16.1.1,IS,ISL,0.89552,2017,PER_100000_POP
16.1.1,IL,ISR,1.36399,2015,PER_100000_POP
16.1.1,IT,ITA,0.67306,2016,PER_100000_POP
16.1.1,JM,JAM,56.98962,2017,PER_100000_POP
16.1.1,JO,JOR,1.27809,2017,PER_100000_POP
16.1.1,JP,JPN,0.24003,2017,PER_100000_POP
16.1.1,KZ,KAZ,5.3285,2017,PER_100000_POP
16.1.1,KE,KEN,4.96177,2017,PER_100000_POP
16.1.1,KG,KGZ,4.2349,2017,PER_100000_POP
16.1.1,KH,KHM,2.31327,2010,PER_100000_POP
16.1.1,KI,KIR,10.51063,2011,PER_100000_POP
16.1.1,KN,KNA,34.22639,2012,PER_100000_POP
16.1.1,KR,KOR,0.5904,2017,PER_100000_POP
16.1.1,KW,KWT,1.79647,2012,PER_100000_POP
16.1.1,LB,LBN,3.9931,2016,PER_100000_POP
16.1.1,LR,LBR,3.95561,2011,PER_100000_POP
16.1.1,LC,LCA,29.60894,2017,PER_100000_POP
16.1.1,LI,LIE,0,2016,PER_100000_POP
16.1.1,LK,LKA,2.32792,2017,PER_100000_POP
16.1.1,LS,LSO,31.07642,2013,PER_100000_POP
16.1.1,LT,LTU,4.46367,2017,PER_100000_POP
16.1.1,LU,LUX,0.71902,2014,PER_100000_POP
16.1.1,LV,LVA,4.15385,2017,PER_100000_POP
16.1.1,MO,MAC,0.32103,2017,PER_100000_POP
16.1.1,MF,MAF,28.5,2016,PER_100000_POP
16.1.1,MA,MAR,2.12927,2017,PER_100000_POP
16.1.1,MC,MCO,0,2015,PER_100000_POP
16.1.1,MD,MDA,3.19415,2014,PER_100000_POP
16.1.1,MV,MDV,2.58931,2012,PER_100000_POP
16.1.1,MX,MEX,24.83606,2017,PER_100000_POP
16.1.1,MK,MKD,1.48824,2017,PER_100000_POP
16.1.1,MT,MLT,0.93542,2015,PER_100000_POP
16.1.1,MM,MMR,2.26531,2016,PER_100000_POP
16.1.1,ME,MNE,2.38474,2017,PER_100000_POP
16.1.1,MN,MNG,6.20936,2017,PER_100000_POP
16.1.1,MZ,MOZ,3.61251,2010,PER_100000_POP
16.1.1,MS,MSR,19.87676,2012,PER_100000_POP
16.1.1,MU,MUS,1.82194,2016,PER_100000_POP
16.1.1,MW,MWI,2.19483,2011,PER_100000_POP
16.1.1,NY,MYS,2.11063,2013,PER_100000_POP
16.1.1,NA,NAM,13.90129,2011,PER_100000_POP
16.1.1,NE,NER,4.86972,2011,PER_100000_POP
16.1.1,NI,NIC,7.36713,2016,PER_100000_POP
16.1.1,NL,NLD,0.55336,2016,PER_100000_POP
16.1.1,NO,NOR,0.5278,2017,PER_100000_POP
16.1.1,NP,NPL,2.16378,2016,PER_100000_POP
16.1.1,NZ,NZL,0.74373,2017,PER_100000_POP
16.1.1,OM,OMN,0.51769,2017,PER_100000_POP
16.1.1,PK,PAK,4.4084,2016,PER_100000_POP
16.1.1,PA,PAN,9.68529,2017,PER_100000_POP
16.1.1,PE,PER,7.73201,2017,PER_100000_POP
16.1.1,PH,PHL,8.41228,2017,PER_100000_POP
16.1.1,PG,PNG,10.03061,2010,PER_100000_POP
16.1.1,PL,POL,0.75188,2017,PER_100000_POP
16.1.1,PR,PRI,18.53672,2017,PER_100000_POP
16.1.1,PT,PRT,0.73572,2017,PER_100000_POP
16.1.1,PY,PRY,8.90764,2016,PER_100000_POP
16.1.1,PS,PSE,0.68824,2016,PER_100000_POP
16.1.1,QA,QAT,0.37904,2014,PER_100000_POP
16.1.1,RO,ROU,1.45333,2017,PER_100000_POP
16.1.1,RU,RUS,9.23189,2017,PER_100000_POP
16.1.1,RW,RWA,3.77247,2014,PER_100000_POP
16.1.1,SA,SAU,1.27209,2017,PER_100000_POP
16.1.1,SG,SGP,0.19268,2017,PER_100000_POP
16.1.1,SL,SLE,1.67009,2012,PER_100000_POP
16.1.1,SV,SLV,62.11979,2017,PER_100000_POP
16.1.1,SM,SMR,0,2011,PER_100000_POP
16.1.1,RS,SRB,1.06928,2017,PER_100000_POP
16.1.1,ST,STP,3.43297,2010,PER_100000_POP
16.1.1,SR,SUR,7.34616,2016,PER_100000_POP
16.1.1,SK,SVK,1.46843,2017,PER_100000_POP
16.1.1,SI,SVN,0.91346,2017,PER_100000_POP
16.1.1,SE,SWE,1.14015,2017,PER_100000_POP
16.1.1,SZ,SWZ,9.50988,2017,PER_100000_POP
16.1.1,SC,SYC,12.73688,2016,PER_100000_POP
16.1.1,TC,TCA,5.92786,2014,PER_100000_POP
16.1.1,TH,THA,3.23944,2016,PER_100000_POP
16.1.1,TJ,TJK,1.61209,2011,PER_100000_POP
16.1.1,TL,TLS,3.51481,2010,PER_100000_POP
16.1.1,TO,TON,0.95283,2012,PER_100000_POP
16.1.1,TT,TTO,30.88026,2015,PER_100000_POP
16.1.1,TN,TUN,2.68799,2010,PER_100000_POP
16.1.1,TR,TUR,4.31273,2012,PER_100000_POP
16.1.1,TV,TUV,18.64802,2012,PER_100000_POP
16.1.1,TZ,TZA,6.17871,2016,PER_100000_POP
16.1.1,UG,UGA,10.78611,2016,PER_100000_POP
16.1.1,UA,UKR,6.22074,2017,PER_100000_POP
16.1.1,UY,URY,8.21522,2017,PER_100000_POP
16.1.1,US,USA,5.35333,2016,PER_100000_POP
16.1.1,VA,VAT,0,2015,PER_100000_POP
16.1.1,VC,VCT,36.45617,2016,PER_100000_POP
16.1.1,VE,VEN,56.33332,2016,PER_100000_POP
16.1.1,VI,VIR,49.26248,2012,PER_100000_POP
16.1.1,VN,VNM,1.51007,2010,PER_100000_POP
16.1.1,WS,WSM,8.59268,2010,PER_100000_POP
16.1.1,YE,YEM,6.48736,2012,PER_100000_POP
16.1.1,ZA,ZAF,35.85521,2017,PER_100000_POP
16.1.1,ZM,ZMB,5.28136,2014,PER_100000_POP
16.1.1,ZW,ZWE,5.04745,2010,PER_100000_POP
