index,Country,iso3,Values,Year,Unit
3.2.1,GW,GNB,54,2018,PER_1000_LIVE_BIRTHS
3.2.1,GQ,GNQ,62.6,2018,PER_1000_LIVE_BIRTHS
3.2.1,GR,GRC,3.6,2018,PER_1000_LIVE_BIRTHS
3.2.1,GD,GRD,13.7,2018,PER_1000_LIVE_BIRTHS
3.2.1,GT,GTM,22.1,2018,PER_1000_LIVE_BIRTHS
3.2.1,GY,GUY,25.1,2018,PER_1000_LIVE_BIRTHS
3.2.1,HN,HND,15.1,2018,PER_1000_LIVE_BIRTHS
3.2.1,HR,HRV,4,2018,PER_1000_LIVE_BIRTHS
3.2.1,HT,HTI,49.5,2018,PER_1000_LIVE_BIRTHS
3.2.1,HU,HUN,3.6,2018,PER_1000_LIVE_BIRTHS
3.2.1,ID,IDN,21.1,2018,PER_1000_LIVE_BIRTHS
3.2.1,IN,IND,29.9,2018,PER_1000_LIVE_BIRTHS
3.2.1,IE,IRL,3.1,2018,PER_1000_LIVE_BIRTHS
3.2.1,IR,IRN,12.4,2018,PER_1000_LIVE_BIRTHS
3.2.1,IQ,IRQ,22.5,2018,PER_1000_LIVE_BIRTHS
3.2.1,IS,ISL,1.5,2018,PER_1000_LIVE_BIRTHS
3.2.1,IL,ISR,3,2018,PER_1000_LIVE_BIRTHS
3.2.1,IT,ITA,2.6,2018,PER_1000_LIVE_BIRTHS
3.2.1,JM,JAM,12.4,2018,PER_1000_LIVE_BIRTHS
3.2.1,JO,JOR,13.9,2018,PER_1000_LIVE_BIRTHS
3.2.1,JP,JPN,1.8,2018,PER_1000_LIVE_BIRTHS
3.2.1,KZ,KAZ,8.8,2018,PER_1000_LIVE_BIRTHS
3.2.1,KE,KEN,30.6,2018,PER_1000_LIVE_BIRTHS
3.2.1,KG,KGZ,16.9,2018,PER_1000_LIVE_BIRTHS
3.2.1,KH,KHM,24,2018,PER_1000_LIVE_BIRTHS
3.2.1,KI,KIR,41.2,2018,PER_1000_LIVE_BIRTHS
3.2.1,KN,KNA,9.8,2018,PER_1000_LIVE_BIRTHS
3.2.1,KR,KOR,2.7,2018,PER_1000_LIVE_BIRTHS
3.2.1,KW,KWT,6.7,2018,PER_1000_LIVE_BIRTHS
3.2.1,LA,LAO,37.6,2018,PER_1000_LIVE_BIRTHS
3.2.1,LB,LBN,6.4,2018,PER_1000_LIVE_BIRTHS
3.2.1,LR,LBR,53.5,2018,PER_1000_LIVE_BIRTHS
3.2.1,LY,LBY,10.2,2018,PER_1000_LIVE_BIRTHS
3.2.1,LC,LCA,14.9,2018,PER_1000_LIVE_BIRTHS
3.2.1,LK,LKA,6.4,2018,PER_1000_LIVE_BIRTHS
3.2.1,LS,LSO,65.7,2018,PER_1000_LIVE_BIRTHS
3.2.1,LT,LTU,3.3,2018,PER_1000_LIVE_BIRTHS
3.2.1,LU,LUX,1.9,2018,PER_1000_LIVE_BIRTHS
3.2.1,LV,LVA,3.3,2018,PER_1000_LIVE_BIRTHS
3.2.1,MA,MAR,19.2,2018,PER_1000_LIVE_BIRTHS
3.2.1,MC,MCO,2.6,2018,PER_1000_LIVE_BIRTHS
3.2.1,MD,MDA,13.6,2018,PER_1000_LIVE_BIRTHS
3.2.1,MG,MDG,38.2,2018,PER_1000_LIVE_BIRTHS
3.2.1,MV,MDV,7.4,2018,PER_1000_LIVE_BIRTHS
3.2.1,MX,MEX,11,2018,PER_1000_LIVE_BIRTHS
3.2.1,MH,MHL,27.4,2018,PER_1000_LIVE_BIRTHS
3.2.1,MK,MKD,8.7,2018,PER_1000_LIVE_BIRTHS
3.2.1,ML,MLI,62,2018,PER_1000_LIVE_BIRTHS
3.2.1,MT,MLT,6.1,2018,PER_1000_LIVE_BIRTHS
3.2.1,MM,MMR,36.8,2018,PER_1000_LIVE_BIRTHS
3.2.1,ME,MNE,2.3,2018,PER_1000_LIVE_BIRTHS
3.2.1,MN,MNG,14,2018,PER_1000_LIVE_BIRTHS
3.2.1,MZ,MOZ,54,2018,PER_1000_LIVE_BIRTHS
3.2.1,MR,MRT,51.5,2018,PER_1000_LIVE_BIRTHS
3.2.1,MU,MUS,13.6,2018,PER_1000_LIVE_BIRTHS
3.2.1,MW,MWI,35.3,2018,PER_1000_LIVE_BIRTHS
3.2.1,NY,MYS,6.7,2018,PER_1000_LIVE_BIRTHS
3.2.1,NA,NAM,29,2018,PER_1000_LIVE_BIRTHS
3.2.1,NE,NER,48,2018,PER_1000_LIVE_BIRTHS
3.2.1,NG,NGA,75.7,2018,PER_1000_LIVE_BIRTHS
3.2.1,NI,NIC,15.7,2018,PER_1000_LIVE_BIRTHS
3.2.1,NU,NIU,20.3,2018,PER_1000_LIVE_BIRTHS
3.2.1,NL,NLD,3.3,2018,PER_1000_LIVE_BIRTHS
3.2.1,NO,NOR,2.1,2018,PER_1000_LIVE_BIRTHS
3.2.1,NP,NPL,26.7,2018,PER_1000_LIVE_BIRTHS
3.2.1,NR,NRU,26.4,2018,PER_1000_LIVE_BIRTHS
3.2.1,NZ,NZL,4.7,2018,PER_1000_LIVE_BIRTHS
3.2.1,OM,OMN,9.8,2018,PER_1000_LIVE_BIRTHS
3.2.1,PK,PAK,57.2,2018,PER_1000_LIVE_BIRTHS
3.2.1,PA,PAN,13.1,2018,PER_1000_LIVE_BIRTHS
3.2.1,PE,PER,11.1,2018,PER_1000_LIVE_BIRTHS
3.2.1,PH,PHL,22.5,2018,PER_1000_LIVE_BIRTHS
3.2.1,PW,PLW,16.6,2018,PER_1000_LIVE_BIRTHS
3.2.1,PG,PNG,38,2018,PER_1000_LIVE_BIRTHS
3.2.1,PL,POL,3.8,2018,PER_1000_LIVE_BIRTHS
3.2.1,KP,PRK,13.7,2018,PER_1000_LIVE_BIRTHS
3.2.1,PT,PRT,3.1,2018,PER_1000_LIVE_BIRTHS
3.2.1,PY,PRY,17.2,2018,PER_1000_LIVE_BIRTHS
3.2.1,PS,PSE,17.3,2018,PER_1000_LIVE_BIRTHS
3.2.1,QA,QAT,5.8,2018,PER_1000_LIVE_BIRTHS
3.2.1,RO,ROU,6.1,2018,PER_1000_LIVE_BIRTHS
3.2.1,RU,RUS,6.1,2018,PER_1000_LIVE_BIRTHS
3.2.1,RW,RWA,27,2018,PER_1000_LIVE_BIRTHS
3.2.1,SA,SAU,6,2018,PER_1000_LIVE_BIRTHS
3.2.1,SD,SDN,42.1,2018,PER_1000_LIVE_BIRTHS
3.2.1,SN,SEN,31.8,2018,PER_1000_LIVE_BIRTHS
3.2.1,SG,SGP,2.3,2018,PER_1000_LIVE_BIRTHS
3.2.1,SB,SLB,17.1,2018,PER_1000_LIVE_BIRTHS
3.2.1,SL,SLE,78.5,2018,PER_1000_LIVE_BIRTHS
3.2.1,SV,SLV,11.8,2018,PER_1000_LIVE_BIRTHS
3.2.1,SM,SMR,1.7,2018,PER_1000_LIVE_BIRTHS
3.2.1,SO,SOM,76.6,2018,PER_1000_LIVE_BIRTHS
3.2.1,RS,SRB,4.8,2018,PER_1000_LIVE_BIRTHS
3.2.1,SS,SSD,63.7,2018,PER_1000_LIVE_BIRTHS
3.2.1,ST,STP,24.4,2018,PER_1000_LIVE_BIRTHS
3.2.1,SR,SUR,16.9,2018,PER_1000_LIVE_BIRTHS
3.2.1,SK,SVK,4.6,2018,PER_1000_LIVE_BIRTHS
3.2.1,SI,SVN,1.7,2018,PER_1000_LIVE_BIRTHS
3.2.1,SE,SWE,2.2,2018,PER_1000_LIVE_BIRTHS
3.2.1,SZ,SWZ,43,2018,PER_1000_LIVE_BIRTHS
3.2.1,SC,SYC,12.4,2018,PER_1000_LIVE_BIRTHS
3.2.1,SY,SYR,14,2018,PER_1000_LIVE_BIRTHS
3.2.1,TD,TCD,71.4,2018,PER_1000_LIVE_BIRTHS
3.2.1,TG,TGO,47.4,2018,PER_1000_LIVE_BIRTHS
3.2.1,TH,THA,7.8,2018,PER_1000_LIVE_BIRTHS
3.2.1,TJ,TJK,30.4,2018,PER_1000_LIVE_BIRTHS
3.2.1,TM,TKM,39.3,2018,PER_1000_LIVE_BIRTHS
3.2.1,TL,TLS,39.3,2018,PER_1000_LIVE_BIRTHS
3.2.1,TO,TON,13.4,2018,PER_1000_LIVE_BIRTHS
3.2.1,TT,TTO,16.4,2018,PER_1000_LIVE_BIRTHS
3.2.1,TN,TUN,14.6,2018,PER_1000_LIVE_BIRTHS
3.2.1,TR,TUR,9.1,2018,PER_1000_LIVE_BIRTHS
3.2.1,TV,TUV,20.6,2018,PER_1000_LIVE_BIRTHS
3.2.1,TZ,TZA,37.6,2018,PER_1000_LIVE_BIRTHS
3.2.1,UG,UGA,33.8,2018,PER_1000_LIVE_BIRTHS
3.2.1,UA,UKR,7.5,2018,PER_1000_LIVE_BIRTHS
3.2.1,UY,URY,6.4,2018,PER_1000_LIVE_BIRTHS
3.2.1,US,USA,5.6,2018,PER_1000_LIVE_BIRTHS
3.2.1,UZ,UZB,19.1,2018,PER_1000_LIVE_BIRTHS
3.2.1,VC,VCT,14.8,2018,PER_1000_LIVE_BIRTHS
3.2.1,VE,VEN,21.4,2018,PER_1000_LIVE_BIRTHS
3.2.1,VN,VNM,16.5,2018,PER_1000_LIVE_BIRTHS
3.2.1,VU,VUT,22.3,2018,PER_1000_LIVE_BIRTHS
3.2.1,WS,WSM,13.6,2018,PER_1000_LIVE_BIRTHS
3.2.1,YE,YEM,42.9,2018,PER_1000_LIVE_BIRTHS
3.2.1,ZA,ZAF,28.5,2018,PER_1000_LIVE_BIRTHS
3.2.1,ZM,ZMB,40.4,2018,PER_1000_LIVE_BIRTHS
3.2.1,ZW,ZWE,33.9,2018,PER_1000_LIVE_BIRTHS
