index,Country,iso3,Values,Year,Unit
5.5.1,TG,TGO,17,2020,NUMBER
5.5.1,TH,THA,81,2020,NUMBER
5.5.1,TJ,TJK,12,2020,NUMBER
5.5.1,TM,TKM,31,2020,NUMBER
5.5.1,TL,TLS,25,2020,NUMBER
5.5.1,TO,TON,2,2020,NUMBER
5.5.1,TT,TTO,13,2020,NUMBER
5.5.1,TN,TUN,54,2020,NUMBER
5.5.1,TR,TUR,102,2020,NUMBER
5.5.1,TV,TUV,1,2020,NUMBER
5.5.1,TZ,TZA,145,2020,NUMBER
5.5.1,UG,UGA,160,2020,NUMBER
5.5.1,UA,UKR,88,2020,NUMBER
5.5.1,UY,URY,21,2020,NUMBER
5.5.1,US,USA,101,2020,NUMBER
5.5.1,UZ,UZB,48,2020,NUMBER
5.5.1,VC,VCT,3,2020,NUMBER
5.5.1,VE,VEN,37,2020,NUMBER
5.5.1,VN,VNM,132,2020,NUMBER
5.5.1,VU,VUT,0,2020,NUMBER
5.5.1,WS,WSM,5,2020,NUMBER
5.5.1,YE,YEM,1,2020,NUMBER
5.5.1,ZA,ZAF,184,2020,NUMBER
5.5.1,ZM,ZMB,28,2020,NUMBER
5.5.1,ZW,ZWE,86,2020,NUMBER
