index,Country,iso3,Values,Year,Unit
7.1.1,AW,ABW,100,2017,PERCENT
7.1.1,AF,AFG,99.5,2017,PERCENT
7.1.1,AO,AGO,41.88623,2017,PERCENT
7.1.1,AI,AIA,100,2017,PERCENT
7.1.1,AL,ALB,100,2017,PERCENT
7.1.1,AD,AND,100,2017,PERCENT
7.1.1,AE,ARE,100,2017,PERCENT
7.1.1,AR,ARG,100,2017,PERCENT
7.1.1,AM,ARM,100,2017,PERCENT
7.1.1,AG,ATG,100,2017,PERCENT
7.1.1,AU,AUS,100,2017,PERCENT
7.1.1,AT,AUT,100,2017,PERCENT
7.1.1,AZ,AZE,100,2017,PERCENT
7.1.1,BI,BDI,1.65841,2017,PERCENT
7.1.1,BE,BEL,100,2017,PERCENT
7.1.1,BJ,BEN,72.53473,2017,PERCENT
7.1.1,BF,BFA,9.57322,2017,PERCENT
7.1.1,BD,BGD,81.28051,2017,PERCENT
7.1.1,BG,BGR,100,2017,PERCENT
7.1.1,BH,BHR,100,2017,PERCENT
7.1.1,BS,BHS,100,2017,PERCENT
7.1.1,BA,BIH,100,2017,PERCENT
7.1.1,BY,BLR,100,2017,PERCENT
7.1.1,BZ,BLZ,98.17343,2017,PERCENT
7.1.1,BM,BMU,100,2017,PERCENT
7.1.1,BO,BOL,74.82044,2017,PERCENT
7.1.1,BR,BRA,100,2017,PERCENT
7.1.1,BB,BRB,100,2017,PERCENT
7.1.1,BN,BRN,100,2017,PERCENT
7.1.1,BT,BTN,96.76015,2017,PERCENT
7.1.1,BW,BWA,24.26421,2017,PERCENT
7.1.1,CF,CAF,14.59481,2017,PERCENT
7.1.1,CA,CAN,100,2017,PERCENT
7.1.1,CH,CHE,100,2017,PERCENT
7.1.1,CL,CHL,100,2017,PERCENT
7.1.1,CN,CHN,100,2017,PERCENT
7.1.1,CI,CIV,65.63576,2017,PERCENT
7.1.1,CM,CMR,61.40187,2017,PERCENT
7.1.1,CD,COD,0,2017,PERCENT
7.1.1,CG,COG,24.18086,2017,PERCENT
7.1.1,CK,COK,100,2017,PERCENT
7.1.1,CO,COL,100,2017,PERCENT
7.1.1,KM,COM,73.79247,2017,PERCENT
7.1.1,CV,CPV,92.91364,2017,PERCENT
7.1.1,CR,CRI,99.6,2017,PERCENT
7.1.1,CU,CUB,100,2017,PERCENT
7.1.1,CW,CUW,100,2017,PERCENT
7.1.1,KY,CYM,100,2017,PERCENT
7.1.1,CY,CYP,100,2017,PERCENT
7.1.1,CZ,CZE,100,2017,PERCENT
7.1.1,DE,DEU,100,2017,PERCENT
7.1.1,DJ,DJI,69.96,2017,PERCENT
7.1.1,DM,DMA,100,2017,PERCENT
7.1.1,DK,DNK,100,2017,PERCENT
7.1.1,DO,DOM,100,2017,PERCENT
7.1.1,DZ,DZA,100,2017,PERCENT
7.1.1,EC,ECU,100,2017,PERCENT
7.1.1,EG,EGY,100,2017,PERCENT
7.1.1,ER,ERI,48.42379,2017,PERCENT
7.1.1,ES,ESP,100,2017,PERCENT
7.1.1,EE,EST,100,2017,PERCENT
7.1.1,ET,ETH,44.3,2017,PERCENT
7.1.1,FI,FIN,100,2017,PERCENT
7.1.1,FJ,FJI,96,2017,PERCENT
7.1.1,FR,FRA,100,2017,PERCENT
