index,Country,iso3,Values,Year,Unit
2.1.1,AF,AFG,10.6,2017,NUM_M
2.1.1,AO,AGO,7.4,2017,NUM_M
2.1.1,AL,ALB,0.2,2017,NUM_M
2.1.1,AE,ARE,0.2,2017,NUM_M
2.1.1,AR,ARG,2.1,2017,NUM_M
2.1.1,AM,ARM,0.1,2017,NUM_M
2.1.1,AZ,AZE,0.2,2009,NUM_M
2.1.1,BJ,BEN,1.1,2017,NUM_M
2.1.1,BF,BFA,3.8,2017,NUM_M
2.1.1,BD,BGD,24.2,2017,NUM_M
2.1.1,BG,BGR,0.3,2017,NUM_M
2.1.1,BA,BIH,0,2008,NUM_M
2.1.1,BY,BLR,0.3,2005,NUM_M
2.1.1,BZ,BLZ,0,2017,NUM_M
2.1.1,BO,BOL,1.9,2017,NUM_M
2.1.1,BR,BRA,5.1,2008,NUM_M
2.1.1,BB,BRB,0,2017,NUM_M
2.1.1,BN,BRN,0,2017,NUM_M
2.1.1,BW,BWA,0.6,2017,NUM_M
2.1.1,CF,CAF,2.8,2017,NUM_M
2.1.1,CL,CHL,0.5,2017,NUM_M
2.1.1,CN,CHN,122.2,2017,NUM_M
2.1.1,CI,CIV,4.6,2017,NUM_M
2.1.1,CM,CMR,2.4,2017,NUM_M
2.1.1,CG,COG,2.1,2017,NUM_M
2.1.1,CO,COL,2.4,2017,NUM_M
2.1.1,CV,CPV,0,2017,NUM_M
2.1.1,CR,CRI,0.2,2017,NUM_M
2.1.1,CU,CUB,0.3,2001,NUM_M
2.1.1,CY,CYP,0,2017,NUM_M
2.1.1,DJ,DJI,0.2,2017,NUM_M
2.1.1,DM,DMA,0,2017,NUM_M
2.1.1,DO,DOM,1,2017,NUM_M
2.1.1,DZ,DZA,1.6,2017,NUM_M
2.1.1,EC,ECU,1.3,2017,NUM_M
2.1.1,EG,EGY,4.4,2017,NUM_M
2.1.1,EE,EST,0,2017,NUM_M
2.1.1,ET,ETH,21.6,2017,NUM_M
2.1.1,FJ,FJI,0,2017,NUM_M
2.1.1,GA,GAB,0.2,2017,NUM_M
2.1.1,GE,GEO,0.3,2017,NUM_M
2.1.1,GH,GHA,1.6,2017,NUM_M
2.1.1,GN,GIN,2.1,2017,NUM_M
2.1.1,GM,GMB,0.2,2017,NUM_M
2.1.1,GW,GNB,0.5,2017,NUM_M
2.1.1,GT,GTM,2.6,2017,NUM_M
2.1.1,GY,GUY,0,2017,NUM_M
2.1.1,HN,HND,1.2,2017,NUM_M
2.1.1,HR,HRV,0.1,2012,NUM_M
2.1.1,HT,HTI,5.4,2017,NUM_M
2.1.1,ID,IDN,22,2017,NUM_M
2.1.1,IN,IND,194.4,2017,NUM_M
2.1.1,IR,IRN,4,2017,NUM_M
2.1.1,IQ,IRQ,11.1,2017,NUM_M
2.1.1,JM,JAM,0.2,2017,NUM_M
2.1.1,JO,JOR,1.2,2017,NUM_M
2.1.1,JP,JPN,3.3,2010,NUM_M
2.1.1,KZ,KAZ,0.5,2011,NUM_M
2.1.1,KE,KEN,14.6,2017,NUM_M
2.1.1,KG,KGZ,0.4,2017,NUM_M
2.1.1,KH,KHM,2.6,2017,NUM_M
2.1.1,KI,KIR,0,2017,NUM_M
2.1.1,KW,KWT,0.1,2017,NUM_M
2.1.1,LA,LAO,1.1,2017,NUM_M
2.1.1,LB,LBN,0.7,2017,NUM_M
2.1.1,LR,LBR,1.8,2017,NUM_M
2.1.1,LK,LKA,1.9,2017,NUM_M
2.1.1,LS,LSO,0.3,2017,NUM_M
2.1.1,LV,LVA,0,2003,NUM_M
2.1.1,MO,MAC,0,2017,NUM_M
2.1.1,MA,MAR,1.2,2017,NUM_M
2.1.1,MG,MDG,11.4,2017,NUM_M
2.1.1,MV,MDV,0,2017,NUM_M
2.1.1,MX,MEX,4.7,2017,NUM_M
2.1.1,MK,MKD,0,2017,NUM_M
2.1.1,ML,MLI,1.2,2017,NUM_M
2.1.1,MM,MMR,5.7,2017,NUM_M
2.1.1,MN,MNG,0.4,2017,NUM_M
2.1.1,MZ,MOZ,8.3,2017,NUM_M
2.1.1,MR,MRT,0.5,2017,NUM_M
2.1.1,MU,MUS,0,2017,NUM_M
2.1.1,MW,MWI,3.3,2017,NUM_M
2.1.1,NY,MYS,0.8,2017,NUM_M
2.1.1,NA,NAM,0.7,2017,NUM_M
2.1.1,NC,NCL,0,2017,NUM_M
2.1.1,NE,NER,3.6,2017,NUM_M
2.1.1,NG,NGA,25.6,2017,NUM_M
2.1.1,NI,NIC,1.1,2017,NUM_M
2.1.1,NP,NPL,2.5,2017,NUM_M
2.1.1,OM,OMN,0.3,2017,NUM_M
2.1.1,PK,PAK,40,2017,NUM_M
2.1.1,PA,PAN,0.4,2017,NUM_M
2.1.1,PE,PER,3.1,2017,NUM_M
2.1.1,PH,PHL,13.9,2017,NUM_M
2.1.1,KP,PRK,12.2,2017,NUM_M
2.1.1,PY,PRY,0.7,2017,NUM_M
2.1.1,PF,PYF,0,2017,NUM_M
2.1.1,RU,RUS,3.7,2004,NUM_M
2.1.1,RW,RWA,4.5,2017,NUM_M
2.1.1,SA,SAU,2.3,2017,NUM_M
2.1.1,SD,SDN,8.2,2017,NUM_M
2.1.1,SN,SEN,1.8,2017,NUM_M
2.1.1,SB,SLB,0,2017,NUM_M
2.1.1,SL,SLE,1.9,2017,NUM_M
2.1.1,SV,SLV,0.6,2017,NUM_M
2.1.1,RS,SRB,0.5,2017,NUM_M
2.1.1,ST,STP,0,2017,NUM_M
2.1.1,SR,SUR,0,2017,NUM_M
2.1.1,SK,SVK,0.2,2017,NUM_M
2.1.1,SZ,SWZ,0.3,2017,NUM_M
