index,Country,iso3,Values,Year,Unit
13.1.1,KN,KNA,66,2013,PER_100000_POP
13.1.1,KR,KOR,43,2017,PER_100000_POP
13.1.1,KW,KWT,0,2011,PER_100000_POP
13.1.1,LA,LAO,82,2012,PER_100000_POP
13.1.1,LB,LBN,1,2018,PER_100000_POP
13.1.1,LC,LCA,1,2013,PER_100000_POP
13.1.1,LK,LKA,488,2018,PER_100000_POP
13.1.1,MA,MAR,0,2014,PER_100000_POP
13.1.1,MG,MDG,654,2018,PER_100000_POP
13.1.1,MV,MDV,23,2008,PER_100000_POP
13.1.1,MX,MEX,200,2018,PER_100000_POP
13.1.1,MH,MHL,529,2014,PER_100000_POP
13.1.1,ML,MLI,1440,2017,PER_100000_POP
13.1.1,MM,MMR,1917,2017,PER_100000_POP
13.1.1,ME,MNE,155,2015,PER_100000_POP
13.1.1,MN,MNG,277,2017,PER_100000_POP
13.1.1,MZ,MOZ,212,2018,PER_100000_POP
13.1.1,MU,MUS,13,2014,PER_100000_POP
13.1.1,MW,MWI,770,2018,PER_100000_POP
13.1.1,NY,MYS,160,2018,PER_100000_POP
13.1.1,NA,NAM,73,2017,PER_100000_POP
13.1.1,NE,NER,21647,2018,PER_100000_POP
13.1.1,NI,NIC,310,2013,PER_100000_POP
13.1.1,NO,NOR,398,2017,PER_100000_POP
13.1.1,NP,NPL,217,2018,PER_100000_POP
13.1.1,NZ,NZL,12,2018,PER_100000_POP
13.1.1,PK,PAK,3,2018,PER_100000_POP
13.1.1,PA,PAN,39,2018,PER_100000_POP
13.1.1,PE,PER,98,2018,PER_100000_POP
13.1.1,PH,PHL,5222,2018,PER_100000_POP
13.1.1,PW,PLW,7361,2012,PER_100000_POP
13.1.1,PG,PNG,3,2013,PER_100000_POP
13.1.1,PY,PRY,1763,2018,PER_100000_POP
13.1.1,PS,PSE,42,2017,PER_100000_POP
13.1.1,RO,ROU,702,2018,PER_100000_POP
13.1.1,RW,RWA,118,2016,PER_100000_POP
13.1.1,SD,SDN,4918,2018,PER_100000_POP
13.1.1,SN,SEN,8,2015,PER_100000_POP
13.1.1,SB,SLB,852,2013,PER_100000_POP
13.1.1,SL,SLE,45,2015,PER_100000_POP
13.1.1,SV,SLV,32,2014,PER_100000_POP
13.1.1,SO,SOM,44,2018,PER_100000_POP
13.1.1,RS,SRB,852,2016,PER_100000_POP
13.1.1,SS,SSD,4,2016,PER_100000_POP
13.1.1,SI,SVN,100,2018,PER_100000_POP
13.1.1,SZ,SWZ,13046,2017,PER_100000_POP
13.1.1,SC,SYC,35,2014,PER_100000_POP
13.1.1,SY,SYR,18,2009,PER_100000_POP
13.1.1,TG,TGO,28,2018,PER_100000_POP
13.1.1,TH,THA,206,2018,PER_100000_POP
13.1.1,TJ,TJK,13,2018,PER_100000_POP
13.1.1,TL,TLS,63,2016,PER_100000_POP
13.1.1,TO,TON,79151,2018,PER_100000_POP
13.1.1,TT,TTO,0,2014,PER_100000_POP
13.1.1,TN,TUN,151,2018,PER_100000_POP
13.1.1,TR,TUR,1,2014,PER_100000_POP
13.1.1,TZ,TZA,219,2017,PER_100000_POP
13.1.1,UG,UGA,118,2018,PER_100000_POP
13.1.1,UA,UKR,9,2018,PER_100000_POP
13.1.1,UY,URY,30,2018,PER_100000_POP
13.1.1,VC,VCT,21,2014,PER_100000_POP
13.1.1,VE,VEN,3,2015,PER_100000_POP
13.1.1,VN,VNM,750,2010,PER_100000_POP
13.1.1,VU,VUT,59,2014,PER_100000_POP
13.1.1,WS,WSM,3426,2009,PER_100000_POP
13.1.1,YE,YEM,7,2010,PER_100000_POP
13.1.1,ZA,ZAF,70,2016,PER_100000_POP
13.1.1,ZM,ZMB,18,2016,PER_100000_POP
