index,Country,iso3,Values,Year,Unit
8.1.1,DZ,DZA,-0.62,2018,PERCENT
8.1.1,EC,ECU,-0.4,2018,PERCENT
8.1.1,EG,EGY,3.19,2018,PERCENT
8.1.1,ER,ERI,2.99,2018,PERCENT
8.1.1,ES,ESP,2.25,2018,PERCENT
8.1.1,EE,EST,4.48,2018,PERCENT
8.1.1,ET,ETH,4.05,2018,PERCENT
8.1.1,FI,FIN,1.47,2018,PERCENT
8.1.1,FJ,FJI,2.82,2018,PERCENT
8.1.1,FR,FRA,1.47,2018,PERCENT
8.1.1,FM,FSM,0.34,2018,PERCENT
8.1.1,GA,GAB,-1.37,2018,PERCENT
8.1.1,GB,GBR,0.76,2018,PERCENT
8.1.1,GE,GEO,4.99,2018,PERCENT
8.1.1,GH,GHA,3.96,2018,PERCENT
8.1.1,GN,GIN,2.81,2018,PERCENT
8.1.1,GM,GMB,3.45,2018,PERCENT
8.1.1,GW,GNB,1.24,2018,PERCENT
8.1.1,GQ,GNQ,-8.11,2018,PERCENT
8.1.1,GR,GRC,2.39,2018,PERCENT
8.1.1,GD,GRD,3.6,2018,PERCENT
8.1.1,GL,GRL,3.07,2018,PERCENT
8.1.1,GT,GTM,1.15,2018,PERCENT
8.1.1,GY,GUY,2.92,2018,PERCENT
8.1.1,HK,HKG,2.09,2018,PERCENT
8.1.1,HN,HND,2.03,2018,PERCENT
8.1.1,HR,HRV,3.35,2018,PERCENT
8.1.1,HT,HTI,0.2,2018,PERCENT
8.1.1,HU,HUN,5.34,2018,PERCENT
8.1.1,ID,IDN,3.98,2018,PERCENT
8.1.1,IN,IND,5.71,2018,PERCENT
8.1.1,IE,IRL,6.7,2018,PERCENT
8.1.1,IR,IRN,-6.16,2018,PERCENT
8.1.1,IQ,IRQ,-3.23,2018,PERCENT
8.1.1,IS,ISL,3.89,2018,PERCENT
8.1.1,IL,ISR,1.74,2018,PERCENT
8.1.1,IT,ITA,0.85,2018,PERCENT
8.1.1,JM,JAM,1.45,2018,PERCENT
8.1.1,JO,JOR,0.11,2018,PERCENT
8.1.1,JP,JPN,1.03,2018,PERCENT
8.1.1,KZ,KAZ,2.74,2018,PERCENT
8.1.1,KE,KEN,3.9,2018,PERCENT
8.1.1,KG,KGZ,1.58,2018,PERCENT
8.1.1,KH,KHM,5.91,2018,PERCENT
8.1.1,KI,KIR,0.84,2018,PERCENT
8.1.1,KN,KNA,2.15,2018,PERCENT
8.1.1,KR,KOR,2.51,2018,PERCENT
8.1.1,KW,KWT,-0.75,2018,PERCENT
8.1.1,LA,LAO,4.62,2018,PERCENT
8.1.1,LB,LBN,-0.34,2018,PERCENT
8.1.1,LR,LBR,-1.23,2018,PERCENT
8.1.1,LY,LBY,16.15,2018,PERCENT
8.1.1,LC,LCA,0.34,2018,PERCENT
8.1.1,LI,LIE,1.74,2018,PERCENT
8.1.1,LK,LKA,2.72,2018,PERCENT
8.1.1,LS,LSO,0.4,2018,PERCENT
8.1.1,LT,LTU,5.28,2018,PERCENT
8.1.1,LU,LUX,1.01,2018,PERCENT
8.1.1,LV,LVA,5.85,2018,PERCENT
8.1.1,MO,MAC,3.21,2018,PERCENT
8.1.1,MA,MAR,2.4,2018,PERCENT
8.1.1,MC,MCO,5.29,2018,PERCENT
8.1.1,MD,MDA,2.98,2018,PERCENT
8.1.1,MG,MDG,1.81,2018,PERCENT
8.1.1,MV,MDV,2.89,2018,PERCENT
8.1.1,MX,MEX,0.85,2018,PERCENT
8.1.1,MH,MHL,1.93,2018,PERCENT
8.1.1,MK,MKD,3.25,2018,PERCENT
8.1.1,ML,MLI,3.52,2018,PERCENT
8.1.1,MT,MLT,6.23,2018,PERCENT
8.1.1,MM,MMR,5.56,2018,PERCENT
8.1.1,ME,MNE,5.04,2018,PERCENT
8.1.1,MN,MNG,4.81,2018,PERCENT
8.1.1,MZ,MOZ,0.46,2018,PERCENT
8.1.1,MR,MRT,0.76,2018,PERCENT
8.1.1,MS,MSR,3.53,2018,PERCENT
8.1.1,MU,MUS,3.55,2018,PERCENT
8.1.1,MW,MWI,1.3,2018,PERCENT
8.1.1,NY,MYS,3.34,2018,PERCENT
8.1.1,NA,NAM,-1.94,2018,PERCENT
8.1.1,NC,NCL,0.58,2018,PERCENT
8.1.1,NE,NER,3,2018,PERCENT
8.1.1,NG,NGA,-0.67,2018,PERCENT
8.1.1,NI,NIC,-5.02,2018,PERCENT
8.1.1,NL,NLD,2.37,2018,PERCENT
8.1.1,NO,NOR,0.5,2018,PERCENT
8.1.1,NP,NPL,4.9,2018,PERCENT
8.1.1,NR,NRU,-4.87,2018,PERCENT
8.1.1,NZ,NZL,1.94,2018,PERCENT
8.1.1,OM,OMN,-1.37,2018,PERCENT
8.1.1,PK,PAK,3.28,2018,PERCENT
8.1.1,PA,PAN,1.94,2018,PERCENT
8.1.1,PE,PER,2.21,2018,PERCENT
8.1.1,PH,PHL,4.77,2018,PERCENT
8.1.1,PW,PLW,1.14,2018,PERCENT
8.1.1,PG,PNG,-1.95,2018,PERCENT
8.1.1,PL,POL,5.24,2018,PERCENT
8.1.1,PR,PRI,-1.02,2018,PERCENT
8.1.1,KP,PRK,-4.6,2018,PERCENT
8.1.1,PT,PRT,2.76,2018,PERCENT
8.1.1,PY,PRY,2.67,2018,PERCENT
8.1.1,PS,PSE,-1.18,2018,PERCENT
8.1.1,PF,PYF,1.89,2018,PERCENT
8.1.1,QA,QAT,-0.58,2018,PERCENT
8.1.1,RO,ROU,4.74,2018,PERCENT
8.1.1,RU,RUS,2.11,2018,PERCENT
8.1.1,RW,RWA,5.79,2018,PERCENT
8.1.1,SA,SAU,0.39,2018,PERCENT
8.1.1,SD,SDN,-4.63,2018,PERCENT
8.1.1,SN,SEN,3.85,2018,PERCENT
8.1.1,SG,SGP,2.34,2018,PERCENT
8.1.1,SB,SLB,1.18,2018,PERCENT
8.1.1,SL,SLE,2.41,2018,PERCENT
8.1.1,SV,SLV,2.02,2018,PERCENT
8.1.1,SM,SMR,0.79,2018,PERCENT
8.1.1,SO,SOM,0.22,2018,PERCENT
8.1.1,RS,SRB,4.71,2018,PERCENT
8.1.1,SS,SSD,2.79,2018,PERCENT
8.1.1,ST,STP,0.25,2018,PERCENT
8.1.1,SR,SUR,1.64,2018,PERCENT
8.1.1,SK,SVK,3.94,2018,PERCENT
8.1.1,SI,SVN,4.05,2018,PERCENT
8.1.1,SE,SWE,1.54,2018,PERCENT
8.1.1,SZ,SWZ,1.32,2018,PERCENT
8.1.1,SX,SXM,-9.58,2018,PERCENT
8.1.1,SC,SYC,7.1,2018,PERCENT
8.1.1,SY,SYR,3.33,2018,PERCENT
8.1.1,TC,TCA,3.74,2018,PERCENT
8.1.1,TD,TCD,-0.61,2018,PERCENT
8.1.1,TG,TGO,2.37,2018,PERCENT
8.1.1,TH,THA,3.8,2018,PERCENT
8.1.1,TJ,TJK,4.54,2018,PERCENT
8.1.1,TM,TKM,4.46,2018,PERCENT
8.1.1,TL,TLS,0.81,2018,PERCENT
8.1.1,TO,TON,-1.6,2018,PERCENT
8.1.1,TT,TTO,-0.66,2018,PERCENT
8.1.1,TN,TUN,1.32,2018,PERCENT
8.1.1,TR,TUR,1.3,2018,PERCENT
8.1.1,TV,TUV,5.72,2018,PERCENT
8.1.1,TZ,TZA,3.81,2018,PERCENT
8.1.1,UG,UGA,4.87,2018,PERCENT
8.1.1,UA,UKR,3.9,2018,PERCENT
8.1.1,UY,URY,1.25,2018,PERCENT
8.1.1,US,USA,2.29,2018,PERCENT
8.1.1,UZ,UZB,3.45,2018,PERCENT
8.1.1,VC,VCT,1.81,2018,PERCENT
8.1.1,VE,VEN,-16.54,2018,PERCENT
8.1.1,VG,VGB,2.29,2018,PERCENT
8.1.1,VN,VNM,6.02,2018,PERCENT
8.1.1,VU,VUT,0.68,2018,PERCENT
8.1.1,WS,WSM,0.26,2018,PERCENT
8.1.1,YE,YEM,-3.64,2018,PERCENT
8.1.1,ZA,ZAF,-0.58,2018,PERCENT
8.1.1,ZM,ZMB,1.09,2018,PERCENT
8.1.1,ZW,ZWE,3.36,2018,PERCENT
